Occupation Type,ANZSCO Code,Sub-Profile Code,ANZSCO Title,Core Competency,Score,Proficiency Level,Anchor Value,Core Competency ID
ANZSCO 6,261211,,Multimedia Specialist,Writing,6,Intermediate,Write a memo to staff outlining new directives,104
ANZSCO 6,261211,,Multimedia Specialist,Reading,7,Intermediate,Read a book on leading and managing change in a diverse and evolving workplace.,105
ANZSCO 6,261211,,Multimedia Specialist,Learning,6,Intermediate,Determine the impact of new menu changes on a restaurant's purchasing requirements,106
ANZSCO 6,261211,,Multimedia Specialist,Problem solving,6,Intermediate,Redesign a floor layout to take advantage of new manufacturing techniques,107
ANZSCO 6,261211,,Multimedia Specialist,Oral communication,6,Intermediate,Give instructions to a lost driver,108
ANZSCO 6,261211,,Multimedia Specialist,Initiative and innovation,7,Intermediate,Coordinate sales campaigns,110
ANZSCO 6,261212,,Web Developer,Digital engagement,8,High,"Use Enterprise Resource Planning software to monitor transactional data from multiple sources including accounting, procurement and human resources and visualise this data for a company’s strategic plan",102
ANZSCO 6,261212,,Web Developer,Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events",109
ANZSCO 6,261212,,Web Developer,Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house,110
ANZSCO 6,261212,,Web Developer,Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey,101
ANZSCO 6,261212,,Web Developer,Teamwork,4,Intermediate,Cultivate a small informal network of people who may be able to advise on a project from a diverse range of perspectives.,103
ANZSCO 6,261212,,Web Developer,Writing,6,Intermediate,Write a memo to staff outlining new directives,104
ANZSCO 6,261212,,Web Developer,Reading,7,Intermediate,Read a book on leading and managing change in a diverse and evolving workplace.,105
ANZSCO 6,261212,,Web Developer,Learning,6,Intermediate,Determine the impact of new menu changes on a restaurant's purchasing requirements,106
ANZSCO 6,261212,,Web Developer,Problem solving,6,Intermediate,Redesign a floor layout to take advantage of new manufacturing techniques,107
ANZSCO 6,261212,,Web Developer,Oral communication,6,Intermediate,Give instructions to a lost driver,108
ANZSCO 6,261311,,Analyst Programmer,Digital engagement,9,High,Set up a new computer system for a large multinational company,102
ANZSCO 6,261311,,Analyst Programmer,Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house,110
ANZSCO 6,261311,,Analyst Programmer,Numeracy,6,Intermediate,Calculate the square footage of a new home under construction based on plans using scales and ratios,101
ANZSCO 6,261311,,Analyst Programmer,Teamwork,5,Intermediate,"Recognise and avoid inappropriate behaviours, such as use of discriminatory language, that undermine effective group interaction",103
ANZSCO 6,261311,,Analyst Programmer,Writing,6,Intermediate,Write a memo to staff outlining new directives,104
ANZSCO 6,261311,,Analyst Programmer,Reading,7,Intermediate,Read a book on leading and managing change in a diverse and evolving workplace.,105
ANZSCO 6,261311,,Analyst Programmer,Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date",106
ANZSCO 6,261311,,Analyst Programmer,Problem solving,6,Intermediate,Redesign a floor layout to take advantage of new manufacturing techniques,107
ANZSCO 6,261311,,Analyst Programmer,Oral communication,6,Intermediate,Give instructions to a lost driver,108
ANZSCO 6,261311,,Analyst Programmer,Planning and organising,7,Intermediate,"Write a research report that presents recommendations after developing a project methodology, planning the research and developing a timeline",109
ANZSCO 6,261312,,Developer Programmer,Digital engagement,9,High,Set up a new computer system for a large multinational company,102
ANZSCO 6,261312,,Developer Programmer,Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house,110
ANZSCO 6,261312,,Developer Programmer,Numeracy,6,Intermediate,Calculate the square footage of a new home under construction based on plans using scales and ratios,101
ANZSCO 6,261312,,Developer Programmer,Teamwork,5,Intermediate,"Recognise and avoid inappropriate behaviours, such as use of discriminatory language, that undermine effective group interaction",103
ANZSCO 6,261312,,Developer Programmer,Writing,6,Intermediate,Write a memo to staff outlining new directives,104
ANZSCO 6,261312,,Developer Programmer,Reading,7,Intermediate,Read a book on leading and managing change in a diverse and evolving workplace.,105
ANZSCO 6,261312,,Developer Programmer,Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date",106
ANZSCO 6,261312,,Developer Programmer,Problem solving,6,Intermediate,Redesign a floor layout to take advantage of new manufacturing techniques,107
ANZSCO 6,261312,,Developer Programmer,Oral communication,6,Intermediate,Give instructions to a lost driver,108
ANZSCO 6,261312,,Developer Programmer,Planning and organising,7,Intermediate,"Write a research report that presents recommendations after developing a project methodology, planning the research and developing a timeline",109
ANZSCO 6,261313,,Software Engineer,Digital engagement,10,High,"Develop new ways of guaranteeing the trustworthiness of transactions on decentralised, cloud based, distributed transactional systems",102
ANZSCO 6,261313,,Software Engineer,Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events",109
ANZSCO 6,261313,,Software Engineer,Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house,110
ANZSCO 6,261313,,Software Engineer,Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey,101
ANZSCO 6,261313,,Software Engineer,Teamwork,5,Intermediate,"Recognise and avoid inappropriate behaviours, such as use of discriminatory language, that undermine effective group interaction",103
ANZSCO 6,261313,,Software Engineer,Writing,7,Intermediate,Write a detailed literature review,104
ANZSCO 6,261313,,Software Engineer,Reading,7,Intermediate,Read a book on leading and managing change in a diverse and evolving workplace.,105
ANZSCO 6,261313,,Software Engineer,Learning,6,Intermediate,Determine the impact of new menu changes on a restaurant's purchasing requirements,106
ANZSCO 6,261313,,Software Engineer,Problem solving,6,Intermediate,Redesign a floor layout to take advantage of new manufacturing techniques,107
ANZSCO 6,261313,,Software Engineer,Oral communication,6,Intermediate,Give instructions to a lost driver,108
ANZSCO 6,261314,,Software Tester,Digital engagement,8,High,"Use Enterprise Resource Planning software to monitor transactional data from multiple sources including accounting, procurement and human resources and visualise this data for a company’s strategic plan",102
ANZSCO 6,261314,,Software Tester,Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events",109
ANZSCO 6,261314,,Software Tester,Numeracy,4,Intermediate,Use a blood pressure machine and accurately record the results,101
ANZSCO 6,261314,,Software Tester,Teamwork,5,Intermediate,"Recognise and avoid inappropriate behaviours, such as use of discriminatory language, that undermine effective group interaction",103
ANZSCO 6,261314,,Software Tester,Writing,7,Intermediate,Write a detailed literature review,104
ANZSCO 6,261314,,Software Tester,Reading,7,Intermediate,Read a book on leading and managing change in a diverse and evolving workplace.,105
ANZSCO 6,261314,,Software Tester,Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date",106
ANZSCO 6,261314,,Software Tester,Problem solving,6,Intermediate,Redesign a floor layout to take advantage of new manufacturing techniques,107
ANZSCO 6,261314,,Software Tester,Oral communication,6,Intermediate,Give instructions to a lost driver,108
ANZSCO 6,261314,,Software Tester,Initiative and innovation,7,Intermediate,Coordinate sales campaigns,110
ANZSCO 6,261315,,Cyber Security Engineer,Digital engagement,10,High,"Develop new ways of guaranteeing the trustworthiness of transactions on decentralised, cloud based, distributed transactional systems",102
ANZSCO 6,261315,,Cyber Security Engineer,Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events",109
ANZSCO 6,261315,,Cyber Security Engineer,Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house,110
ANZSCO 6,261315,,Cyber Security Engineer,Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey,101
ANZSCO 6,261315,,Cyber Security Engineer,Teamwork,5,Intermediate,"Recognise and avoid inappropriate behaviours, such as use of discriminatory language, that undermine effective group interaction",103
ANZSCO 6,261315,,Cyber Security Engineer,Writing,6,Intermediate,Write a memo to staff outlining new directives,104
ANZSCO 6,261315,,Cyber Security Engineer,Reading,7,Intermediate,Read a book on leading and managing change in a diverse and evolving workplace.,105
ANZSCO 6,261315,,Cyber Security Engineer,Learning,6,Intermediate,Determine the impact of new menu changes on a restaurant's purchasing requirements,106
