Occupation Type,ANZSCO Code,Sub-Profile Code,ANZSCO Title,Technology Tool,Emerging/Trending,Technology Tool ID
ANZSCO 6,234212,,Food Technologist,Scientific instruments,,31062
ANZSCO 6,234213,,Wine Maker,Enterprise resource planning ERP software,,31025
ANZSCO 6,234311,,Conservation Officer,Mapping software,,31041
ANZSCO 6,234311,,Conservation Officer,Statistical and data analysis software,,31066
ANZSCO 6,234311,,Conservation Officer,Software development and programming languages,,31064
ANZSCO 6,234311,,Conservation Officer,Business intelligence and decision support software,,31010
ANZSCO 6,234311,,Conservation Officer,Database management software,,31017
ANZSCO 6,234311,,Conservation Officer,Geographic information systems (GIS),,31031
ANZSCO 6,234311,,Conservation Officer,GPS and navigation technologies,,31032
ANZSCO 6,234312,,Environmental Consultant,Document management and code versioning software,,31020
ANZSCO 6,234312,,Environmental Consultant,Mapping software,,31041
ANZSCO 6,234312,,Environmental Consultant,Enterprise resource planning ERP software,,31025
ANZSCO 6,234312,,Environmental Consultant,Project management software,,31056
ANZSCO 6,234312,,Environmental Consultant,Business intelligence and decision support software,,31010
ANZSCO 6,234312,,Environmental Consultant,Database management software,,31017
ANZSCO 6,234312,,Environmental Consultant,Geographic information systems (GIS),,31031
ANZSCO 6,234313,,Environmental Research Scientist,Document management and code versioning software,,31020
ANZSCO 6,234313,,Environmental Research Scientist,Mapping software,,31041
ANZSCO 6,234313,,Environmental Research Scientist,Enterprise resource planning ERP software,,31025
ANZSCO 6,234313,,Environmental Research Scientist,Software development and programming languages,,31064
ANZSCO 6,234313,,Environmental Research Scientist,Graphics or photo imaging software,,31033
ANZSCO 6,234313,,Environmental Research Scientist,Project management software,,31056
ANZSCO 6,234313,,Environmental Research Scientist,Database management software,,31017
ANZSCO 6,234313,,Environmental Research Scientist,Geographic information systems (GIS),Emerging,31031
ANZSCO 6,234314,,Park Ranger,Document management and code versioning software,,31020
ANZSCO 6,234314,,Park Ranger,Geographic information systems (GIS),,31031
ANZSCO 6,234314,,Park Ranger,GPS and navigation technologies,,31032
ANZSCO 6,234314,,Park Ranger,Mapping software,,31041
ANZSCO 6,234511,,Life Scientist (General),Software development and programming languages,,31064
ANZSCO 6,234511,,Life Scientist (General),Statistical and data analysis software,,31066
ANZSCO 6,234511,,Life Scientist (General),Business intelligence and decision support software,,31010
ANZSCO 6,234511,,Life Scientist (General),GPS and navigation technologies,,31032
ANZSCO 6,234511,,Life Scientist (General),Scientific instruments,,31062
ANZSCO 6,234513,,Biochemist,Enterprise application integration software,,31024
ANZSCO 6,234513,,Biochemist,Enterprise resource planning ERP software,,31025
ANZSCO 6,234513,,Biochemist,Graphics or photo imaging software,,31033
ANZSCO 6,234513,,Biochemist,Medical imaging apparatus,,31045
ANZSCO 6,234513,,Biochemist,Scientific instruments,,31062
ANZSCO 6,234513,,Biochemist,Statistical and data analysis software,,31066
ANZSCO 6,234514,,Biotechnologist,Business intelligence and decision support software,,31010
ANZSCO 6,234514,,Biotechnologist,Medical imaging apparatus,,31045
ANZSCO 6,234514,,Biotechnologist,Scientific instruments,,31062
ANZSCO 6,234514,,Biotechnologist,Statistical and data analysis software,,31066
ANZSCO 6,234514,,Biotechnologist,Technical design and modelling software (2D and 3D),,31067
ANZSCO 6,234515,,Botanist,Mapping software,,31041
ANZSCO 6,234515,,Botanist,Business intelligence and decision support software,,31010
ANZSCO 6,234515,,Botanist,GPS and navigation technologies,,31032
ANZSCO 6,234515,,Botanist,Scientific instruments,,31062
ANZSCO 6,234515,,Botanist,Software development and programming languages,,31064
ANZSCO 6,234515,,Botanist,Statistical and data analysis software,,31066
ANZSCO 6,234517,,Microbiologist,Enterprise resource planning ERP software,,31025
ANZSCO 6,234517,,Microbiologist,Business intelligence and decision support software,,31010
ANZSCO 6,234517,,Microbiologist,Scientific instruments,,31062
ANZSCO 6,234517,,Microbiologist,Statistical and data analysis software,,31066
ANZSCO 6,234522,,Zoologist,Business intelligence and decision support software,,31010
ANZSCO 6,234522,,Zoologist,Mapping software,,31041
ANZSCO 6,234522,,Zoologist,Software development and programming languages,,31064
ANZSCO 6,234522,,Zoologist,Statistical and data analysis software,,31066
ANZSCO 6,234611,,Medical Laboratory Scientist,Statistical and data analysis software,,31066
ANZSCO 6,234611,,Medical Laboratory Scientist,Software development and programming languages,,31064
ANZSCO 6,234611,,Medical Laboratory Scientist,Business intelligence and decision support software,,31010
ANZSCO 6,234611,,Medical Laboratory Scientist,Scientific instruments,,31062
ANZSCO 6,234612,,Respiratory Scientist,Diagnostic and medical Imaging software,,31019
ANZSCO 6,234612,,Respiratory Scientist,Medical treatment devices,,31046
ANZSCO 6,234612,,Respiratory Scientist,Patient management systems and electronic health records,,31052
ANZSCO 6,234612,,Respiratory Scientist,Statistical and data analysis software,,31066
ANZSCO 6,234711,,Veterinarian,Diagnostic and medical Imaging software,,31019
ANZSCO 6,234711,,Veterinarian,Document management and code versioning software,,31020
ANZSCO 6,234711,,Veterinarian,Medical imaging apparatus,,31045
ANZSCO 6,234711,,Veterinarian,Patient management systems and electronic health records,,31052
ANZSCO 6,234711,,Veterinarian,Radiation therapy equipment,,31058
ANZSCO 6,234911,,Conservator,Document management and code versioning software,,31020
ANZSCO 6,234912,,Metallurgist,Business intelligence and decision support software,,31010
ANZSCO 6,234912,,Metallurgist,Software development and programming languages,,31064
ANZSCO 6,234912,,Metallurgist,Graphics or photo imaging software,,31033
ANZSCO 6,234912,,Metallurgist,Enterprise resource planning ERP software,,31025
ANZSCO 6,234912,,Metallurgist,Statistical and data analysis software,,31066
ANZSCO 6,234913,,Meteorologist,Business intelligence and decision support software,,31010
ANZSCO 6,234913,,Meteorologist,Mapping software,,31041
ANZSCO 6,234913,,Meteorologist,Software development and programming languages,,31064
ANZSCO 6,234913,,Meteorologist,Statistical and data analysis software,,31066
ANZSCO 6,234914,,Physicist,Software development and programming languages,,31064
ANZSCO 6,234914,,Physicist,Statistical and data analysis software,,31066
ANZSCO 6,234914,,Physicist,Business intelligence and decision support software,,31010
ANZSCO 6,234914,,Physicist,Configuration management software,,31012
ANZSCO 6,234914,,Physicist,Database management software,,31017
ANZSCO 6,234914,,Physicist,Enterprise application integration software,,31024
ANZSCO 6,234914,,Physicist,Technical design and modelling software (2D and 3D),,31067
ANZSCO 6,241213,,Primary School Teacher,E-learning software,,31022
ANZSCO 6,241213,,Primary School Teacher,Education and learning management systems,,31021
ANZSCO 6,241213,,Primary School Teacher,Graphics or photo imaging software,,31033
ANZSCO 6,241213,,Primary School Teacher,Project management software,,31056
ANZSCO 6,241311,,Middle School Teacher / Intermediate School Teacher,Education and learning management systems,,31021
ANZSCO 6,241311,,Middle School Teacher / Intermediate School Teacher,E-learning software,,31022
ANZSCO 6,241311,,Middle School Teacher / Intermediate School Teacher,Project management software,,31056
ANZSCO 6,241311,,Middle School Teacher / Intermediate School Teacher,Social media platforms,,31063
ANZSCO 6,241311,,Middle School Teacher / Intermediate School Teacher,Video creation and editing software,,31068
ANZSCO 6,241411,,Secondary School Teacher,Education and learning management systems,,31021
ANZSCO 6,241411,,Secondary School Teacher,Project management software,,31056
ANZSCO 6,242111,,University Lecturer,E-learning software,,31022
ANZSCO 6,242111,,University Lecturer,Statistical and data analysis software,,31066
ANZSCO 6,242111,,University Lecturer,Software development and programming languages,,31064
ANZSCO 6,242111,,University Lecturer,File storage technologies,,31028
ANZSCO 6,242112,,University Tutor,E-learning software,,31022
ANZSCO 6,242112,,University Tutor,File storage technologies,,31028
ANZSCO 6,242112,,University Tutor,Statistical and data analysis software,,31066
ANZSCO 6,242211,,Vocational Education Teacher / Polytechnic Teacher,Education and learning management systems,,31021
ANZSCO 6,242211,,Vocational Education Teacher / Polytechnic Teacher,E-learning software,,31022
ANZSCO 6,242211,,Vocational Education Teacher / Polytechnic Teacher,File storage technologies,,31028
ANZSCO 6,249212,,Dance Teacher (Private Tuition),Social media platforms,,31063
ANZSCO 6,249212,,Dance Teacher (Private Tuition),Business intelligence and decision support software,,31010
ANZSCO 6,249212,,Dance Teacher (Private Tuition),Document management and code versioning software,,31020
ANZSCO 6,249212,,Dance Teacher (Private Tuition),Graphics or photo imaging software,,31033
ANZSCO 6,249212,,Dance Teacher (Private Tuition),Software development and programming languages,,31064
ANZSCO 6,249214,,Music Teacher (Private Tuition),Business intelligence and decision support software,,31010
ANZSCO 6,249214,,Music Teacher (Private Tuition),Document management and code versioning software,,31020
ANZSCO 6,249214,,Music Teacher (Private Tuition),Graphics or photo imaging software,,31033
ANZSCO 6,249214,,Music Teacher (Private Tuition),Social media platforms,,31063
ANZSCO 6,249214,,Music Teacher (Private Tuition),Software development and programming languages,,31064
ANZSCO 6,251111,,Dietitian,Audio/video conferencing software,Emerging,31005
ANZSCO 6,251111,,Dietitian,Business intelligence and decision support software,,31010
ANZSCO 6,251111,,Dietitian,Patient management systems and electronic health records,,31052
ANZSCO 6,251111,,Dietitian,Statistical and data analysis software,,31066
ANZSCO 6,251112,,Nutritionist,Business intelligence and decision support software,,31010
ANZSCO 6,251112,,Nutritionist,Graphics or photo imaging software,,31033
ANZSCO 6,251112,,Nutritionist,Patient management systems and electronic health records,,31052
ANZSCO 6,251112,,Nutritionist,Statistical and data analysis software,,31066
ANZSCO 6,251211,,Medical Diagnostic Radiographer,Diagnostic and medical Imaging software,Trending,31019
ANZSCO 6,251211,,Medical Diagnostic Radiographer,Medical image archival and storage systems,,31044
ANZSCO 6,251211,,Medical Diagnostic Radiographer,Medical imaging apparatus,,31045
ANZSCO 6,251211,,Medical Diagnostic Radiographer,Radiation therapy equipment,Trending,31058
ANZSCO 6,251211,,Medical Diagnostic Radiographer,Scientific instruments,Trending,31062
ANZSCO 6,251212,,Medical Radiation Therapist,Medical imaging apparatus,,31045
ANZSCO 6,251212,,Medical Radiation Therapist,Patient management systems and electronic health records,,31052
ANZSCO 6,251212,,Medical Radiation Therapist,Radiation therapy equipment,,31058
ANZSCO 6,251213,,Nuclear Medicine Technologist,Medical image archival and storage systems,,31044
ANZSCO 6,251213,,Nuclear Medicine Technologist,Medical imaging apparatus,,31045
ANZSCO 6,251213,,Nuclear Medicine Technologist,Patient management systems and electronic health records,,31052
ANZSCO 6,251214,,Sonographer,Business intelligence and decision support software,,31010
ANZSCO 6,251214,,Sonographer,Diagnostic and medical Imaging software,Trending,31019
ANZSCO 6,251214,,Sonographer,Medical image archival and storage systems,,31044
ANZSCO 6,251311,,Environmental Health Officer,Business intelligence and decision support software,,31010
ANZSCO 6,251311,,Environmental Health Officer,Enterprise resource planning ERP software,,31025
ANZSCO 6,251311,,Environmental Health Officer,Project management software,,31056
ANZSCO 6,251312,,Occupational Health and Safety Adviser,Project management software,,31056
ANZSCO 6,251312,,Occupational Health and Safety Adviser,Enterprise resource planning ERP software,,31025
ANZSCO 6,251312,,Occupational Health and Safety Adviser,Business intelligence and decision support software,,31010
ANZSCO 6,251411,,Optometrist,Accounting software,,31001
ANZSCO 6,251411,,Optometrist,Patient management systems and electronic health records,,31052
ANZSCO 6,251511,,Hospital Pharmacist,Business intelligence and decision support software,,31010
ANZSCO 6,251511,,Hospital Pharmacist,Inventory management software,,31039
ANZSCO 6,251511,,Hospital Pharmacist,"Medical examination, measurement, and monitoring devices",,31043
ANZSCO 6,251511,,Hospital Pharmacist,Patient management systems and electronic health records,,31052
